File Name,down,right,up,left,t,l,L,E,Young's Modulus (MPa),Volume Fraction,Dense strain,SEA,Mass,EYM,Critical Strain,PS
90mm_3_082,120,180,180,150,1.2,22.5,25,427.384,6.271609326,0.223465427,0.687148403,327.2126032,0.045704266,0.014674413,0.014167134,0.106892556
90mm_3_083,120,180,180,120,1.2,22.5,25,427.384,0.574757543,0.229834725,0.678231385,416.2125161,0.047006947,0.001344827,0.033057038,0.146686502
90mm_3_084,120,180,180,90,1.2,22.5,25,427.384,1.781744236,0.243675419,0.658854413,472.5448718,0.049837715,0.004168954,0.014167256,0.17921804
90mm_3_085,120,180,150,180,1.2,22.5,25,427.384,38.10280338,0.223465426,0.687148404,505.3952736,0.045704266,0.089153556,0.023611916,0.16271554
90mm_3_086,120,180,150,150,1.2,22.5,25,427.384,21.99266479,0.225346823,0.684514447,314.84974,0.046089059,0.051458793,0.014166851,0.105341888
90mm_3_087,120,180,150,120,1.2,22.5,25,427.384,20.6322404,0.231716122,0.67559743,390.6880323,0.04739174,0.04827565,0.014167028,0.134539588
90mm_3_088,120,180,150,90,1.2,22.5,25,427.384,20.11915651,0.245556816,0.656220458,474.8462755,0.050222508,0.047075128,0.061371528,0.188639317
90mm_3_089,120,180,120,180,1.2,22.5,25,427.384,32.65212905,0.229834725,0.678231385,448.6171772,0.047006947,0.07639998,0.023612081,0.150060517
90mm_3_090,120,180,120,150,1.2,22.5,25,427.384,2.314364708,0.231716122,0.675597429,304.1615951,0.04739174,0.005415188,0.023608822,0.105783995
90mm_3_091,120,180,120,120,1.2,22.5,25,427.384,7.460086446,0.238085421,0.666680411,383.2289007,0.048694421,0.017455231,0.023612653,0.139311065
90mm_3_092,120,180,120,90,1.2,22.5,25,427.384,1.39750978,0.251926115,0.647303439,457.1644335,0.051525189,0.003269916,0.061389764,0.190351686
90mm_3_093,120,180,90,180,1.2,22.5,25,427.384,21.67963934,0.243675419,0.658854413,500.0657408,0.049837715,0.050726371,0.033053425,0.189239408
90mm_3_094,120,180,90,150,1.2,22.5,25,427.384,12.18888569,0.245556817,0.656220457,393.5156132,0.050222508,0.028519752,0.014167746,0.15079405
90mm_3_095,120,180,90,120,1.2,22.5,25,427.384,11.81084018,0.251926115,0.647303439,486.2051759,0.051525189,0.027635195,0.061381637,0.203589185
90mm_3_096,120,180,90,90,1.2,22.5,25,427.384,5.921473274,0.265766809,0.627926467,719.5919847,0.054355957,0.013855159,0.014167563,0.309113346
90mm_3_097,120,150,180,150,1.2,22.5,25,427.384,2.622124354,0.225346823,0.684514447,340.669839,0.046089059,0.006135289,0.042502371,0.114602389
90mm_3_098,120,150,180,120,1.2,22.5,25,427.384,1.641031473,0.231716122,0.67559743,388.4827343,0.04739174,0.003839712,0.014166844,0.137007287
90mm_3_099,120,150,180,90,1.2,22.5,25,427.384,1.284954784,0.245556816,0.656220458,471.3536086,0.050222508,0.003006558,0.014166949,0.181667733
90mm_3_100,120,150,150,150,1.2,22.5,25,427.384,3.772204868,0.22722822,0.681880492,330.6069024,0.046473852,0.008826266,0.06136775,0.112455657
90mm_3_101,120,150,150,120,1.2,22.5,25,427.384,1.411024517,0.233597518,0.672963474,381.3249125,0.047776532,0.003301538,0.014166825,0.136094481
90mm_3_102,120,150,150,90,1.2,22.5,25,427.384,1.403689752,0.247438212,0.653586503,472.5931213,0.0506073,0.003284376,0.033072045,0.18843453
90mm_3_103,120,150,120,150,1.2,22.5,25,427.384,3.328746956,0.233597519,0.672963474,315.5274694,0.047776533,0.007788656,0.051920197,0.113386502
90mm_3_104,120,150,120,120,1.2,22.5,25,427.384,1.60460468,0.239966817,0.664046456,371.1355307,0.049079213,0.00375448,0.014167017,0.136397338
90mm_3_105,120,150,120,90,1.2,22.5,25,427.384,1.30756297,0.253807511,0.644669484,523.192905,0.051909981,0.003059457,0.09456448,0.230033085
90mm_3_106,120,150,90,150,1.2,22.5,25,427.384,3.734099738,0.247438213,0.653586501,404.3690168,0.050607301,0.008737107,0.042507927,0.158285276
90mm_3_107,120,150,90,120,1.2,22.5,25,427.384,1.610635069,0.253807512,0.644669484,557.3167494,0.051909981,0.00376859,0.113404507,0.248269991
90mm_3_108,120,150,90,90,1.2,22.5,25,427.384,2.260889995,0.267648206,0.625292512,690.7345514,0.054740749,0.005290067,0.14165784,0.346628054
90mm_3_109,120,120,180,120,1.2,22.5,25,427.384,1.078607378,0.238085421,0.666680411,424.310874,0.048694421,0.002523743,0.033061748,0.159995007
90mm_3_110,120,120,180,90,1.2,22.5,25,427.384,0.702803499,0.251926115,0.647303439,504.1312352,0.051525189,0.001644431,0.0141677,0.202473286
90mm_3_111,120,120,150,120,1.2,22.5,25,427.384,1.086587492,0.239966817,0.664046456,423.6618801,0.049079213,0.002542415,0.042516571,0.163514046
90mm_3_112,120,120,150,90,1.2,22.5,25,427.384,0.70719145,0.253807511,0.644669484,485.858928,0.051909981,0.001654698,0.01416524,0.19486286
90mm_3_113,120,120,120,120,1.2,22.5,25,427.384,1.058025847,0.246336117,0.655129437,496.3067122,0.050381894,0.002475586,0.042501876,0.199950069
90mm_3_114,120,120,120,90,1.2,22.5,25,427.384,0.690829908,0.260176811,0.635752465,399.8587112,0.053212662,0.001616415,0.01416591,0.166527129
90mm_3_115,120,120,90,120,1.2,22.5,25,427.384,1.080225454,0.260176811,0.635752465,634.761983,0.053212662,0.002527529,0.15,0.322007799
90mm_3_116,120,120,90,90,1.2,22.5,25,427.384,1.036884015,0.274017505,0.616375493,583.0875863,0.05604343,0.002426118,0.15,0.323646247
90mm_3_117,120,90,180,90,1.2,22.5,25,427.384,5.147571883,0.265766809,0.627926467,652.0123758,0.054355957,0.012044372,0.03304722,0.287441011
90mm_3_118,120,90,150,90,1.2,22.5,25,427.384,4.554704371,0.267648206,0.625292512,637.8779171,0.054740749,0.010657171,0.05194504,0.290806193
90mm_3_119,120,90,120,90,1.2,22.5,25,427.384,1.738753252,0.274017505,0.616375493,504.6351934,0.05604343,0.004068363,0.103873761,0.253825175
90mm_3_120,120,90,90,90,1.2,22.5,25,427.384,2.098873422,0.287858199,0.596998521,596.2393878,0.058874198,0.004910978,0.132217979,0.329081046
90mm_3_121,90,180,180,180,1.2,22.5,25,427.384,24.12092471,0.235424723,0.670405387,641.0118496,0.048150242,0.05643853,0.042520184,0.231502434
90mm_3_122,90,180,180,150,1.2,22.5,25,427.384,6.581134922,0.237306121,0.667771431,493.0244318,0.048535034,0.015398646,0.023611524,0.180676135
90mm_3_123,90,180,180,120,1.2,22.5,25,427.384,1.264846794,0.243675419,0.658854413,544.5542512,0.049837715,0.002959509,0.103903717,0.226349651
90mm_3_124,90,180,180,90,1.2,22.5,25,427.384,6.419787632,0.257516113,0.639477441,739.0667855,0.052668483,0.015021123,0.014167762,0.299824358
90mm_3_125,90,180,150,180,1.2,22.5,25,427.384,38.09919497,0.23730612,0.667771432,613.3985272,0.048535034,0.089145113,0.051982503,0.225140242
90mm_3_126,90,180,150,150,1.2,22.5,25,427.384,22.09415011,0.239187517,0.665137476,473.3150761,0.048919827,0.05169625,0.01416608,0.174014883
90mm_3_127,90,180,150,120,1.2,22.5,25,427.384,12.30481915,0.245556816,0.656220458,544.3558348,0.050222508,0.028791015,0.103682921,0.229666909
90mm_3_128,90,180,150,90,1.2,22.5,25,427.384,14.66353606,0.25939751,0.636843486,750.8266879,0.053053276,0.034309979,0.014168273,0.312822814
90mm_3_129,90,180,120,180,1.2,22.5,25,427.384,29.98207145,0.243675419,0.658854413,505.7081626,0.049837715,0.070152536,0.03305476,0.188724735
90mm_3_130,90,180,120,150,1.2,22.5,25,427.384,1.757600459,0.245556816,0.656220457,392.7715684,0.050222508,0.004112462,0.014167751,0.148376696
90mm_3_131,90,180,120,120,1.2,22.5,25,427.384,6.961065622,0.251926115,0.647303439,476.5491743,0.051525189,0.016287614,0.070819664,0.198864218
90mm_3_132,90,180,120,90,1.2,22.5,25,427.384,5.671692969,0.265766809,0.627926467,734.131354,0.054355957,0.013270719,0.01416729,0.314457294
90mm_3_133,90,180,90,180,1.2,22.5,25,427.384,30.74819103,0.257516113,0.639477441,1307.406048,0.052668483,0.071945115,0.042513331,0.532854018
90mm_3_134,90,180,90,150,1.2,22.5,25,427.384,5.408456906,0.259397511,0.636843485,884.2200686,0.053053276,0.012654795,0.042531265,0.372422363
90mm_3_135,90,180,90,120,1.2,22.5,25,427.384,4.310413386,0.265766809,0.627926467,716.4084369,0.054355957,0.010085575,0.023608187,0.313108488
90mm_3_136,90,180,90,90,1.2,22.5,25,427.384,4.789963449,0.279607503,0.608549495,907.9445626,0.057186725,0.011207634,0.15,0.465440507
90mm_3_137,90,150,180,150,1.2,22.5,25,427.384,3.948335371,0.239187517,0.665137476,493.5158206,0.048919827,0.009238379,0.014166227,0.182426718
90mm_3_138,90,150,180,120,1.2,22.5,25,427.384,1.588236728,0.245556816,0.656220458,610.8521048,0.050222508,0.003716182,0.122747209,0.260912007
90mm_3_139,90,150,180,90,1.2,22.5,25,427.384,2.240343082,0.25939751,0.636843486,778.950563,0.053053276,0.005241991,0.15,0.373562682
90mm_3_140,90,150,150,150,1.2,22.5,25,427.384,4.017754072,0.241068914,0.662503521,477.2491733,0.04930462,0.009400806,0.033037413,0.181123126
90mm_3_141,90,150,150,120,1.2,22.5,25,427.384,1.374739615,0.247438212,0.653586503,614.5374787,0.0506073,0.003216638,0.122769091,0.265877772
90mm_3_142,90,150,150,90,1.2,22.5,25,427.384,2.285040182,0.261278906,0.634209531,766.6979023,0.053438068,0.005346574,0.15,0.379112501
90mm_3_143,90,150,120,150,1.2,22.5,25,427.384,3.560523282,0.247438213,0.653586502,421.7977829,0.050607301,0.00833097,0.051946513,0.166258426
90mm_3_144,90,150,120,120,1.2,22.5,25,427.384,1.411324113,0.253807511,0.644669484,551.686831,0.051909981,0.003302239,0.113141897,0.245108213
90mm_3_145,90,150,120,90,1.2,22.5,25,427.384,2.24127136,0.267648206,0.625292512,705.825357,0.054740749,0.005244163,0.15,0.361742246
90mm_3_146,90,150,90,150,1.2,22.5,25,427.384,3.940221485,0.261278907,0.63420953,850.19774,0.053438069,0.009219394,0.15,0.398019865
90mm_3_147,90,150,90,120,1.2,22.5,25,427.384,2.699309904,0.267648206,0.625292512,706.4094296,0.054740749,0.006315889,0.15,0.353030555
90mm_3_148,90,150,90,90,1.2,22.5,25,427.384,3.355567439,0.2814889,0.60591554,881.7269009,0.057571517,0.007851411,0.15,0.479412698
90mm_3_149,90,120,180,120,1.2,22.5,25,427.384,1.092138356,0.251926115,0.647303439,746.9706249,0.051525189,0.002555403,0.15,0.361135273
90mm_3_150,90,120,180,90,1.2,22.5,25,427.384,1.059998652,0.265766809,0.627926467,746.3149074,0.054355957,0.002480202,0.15,0.382433692
90mm_3_151,90,120,150,120,1.2,22.5,25,427.384,1.099256436,0.253807511,0.644669484,763.2841374,0.051909981,0.002572058,0.15,0.368916655
90mm_3_152,90,120,150,90,1.2,22.5,25,427.384,1.060642719,0.267648206,0.625292512,737.3790509,0.054740749,0.002481709,0.15,0.386146863
90mm_3_153,90,120,120,120,1.2,22.5,25,427.384,1.063012564,0.260176811,0.635752465,632.9085421,0.053212662,0.002487254,0.15,0.321723252
90mm_3_154,90,120,120,90,1.2,22.5,25,427.384,1.047579727,0.274017505,0.616375493,592.4077178,0.05604343,0.002451144,0.15,0.328751544
90mm_3_155,90,120,90,120,1.2,22.5,25,427.384,1.515915662,0.274017505,0.616375493,550.6786351,0.05604343,0.003546964,0.14170013,0.292317177
90mm_3_156,90,120,90,90,1.2,22.5,25,427.384,2.05833263,0.287858199,0.596998521,734.367239,0.058874198,0.00481612,0.15,0.429845799
90mm_3_157,90,90,180,90,1.2,22.5,25,427.384,8.810540392,0.279607503,0.608549495,885.7202828,0.057186725,0.020615045,0.132329114,0.438434505
90mm_3_158,90,90,150,90,1.2,22.5,25,427.384,5.690526072,0.2814889,0.60591554,795.2926212,0.057571517,0.013314785,0.094489744,0.396768221
90mm_3_159,90,90,120,90,1.2,22.5,25,427.384,2.172264229,0.287858199,0.596998521,628.6126801,0.058874198,0.005082699,0.122719659,0.345113302
90mm_3_160,90,90,90,90,1.2,22.5,25,427.384,2.706230106,0.301698893,0.577621549,846.516502,0.061704966,0.006332081,0.15,0.536315804
90mm_4_001,180,180,180,180,1.4,22.5,25,427.384,31.82682576,0.248888889,0.651555556,809.5767104,0.050904,0.074468922,0.094565074,0.310745089
90mm_4_002,180,180,180,150,1.4,22.5,25,427.384,1.861870616,0.251083853,0.648482606,384.6693259,0.051352925,0.004356435,0.014167149,0.150213735
90mm_4_003,180,180,180,120,1.4,22.5,25,427.384,4.842181227,0.258514701,0.638079419,381.6466944,0.052872719,0.011329814,0.014166972,0.157473902
90mm_4_004,180,180,180,90,1.4,22.5,25,427.384,4.565887728,0.274662177,0.615472952,443.5586486,0.056175282,0.010683338,0.014166832,0.199993977
90mm_4_005,180,180,150,180,1.4,22.5,25,427.384,46.86492757,0.251083852,0.648482608,597.768004,0.051352925,0.109655316,0.103997866,0.235779349
90mm_4_006,180,180,150,150,1.4,22.5,25,427.384,8.824847499,0.253278815,0.645409659,332.0697673,0.05180185,0.020648521,0.02360567,0.131363933
90mm_4_007,180,180,150,120,1.4,22.5,25,427.384,6.155523284,0.260709663,0.635006471,357.1428107,0.053321644,0.014402793,0.023612033,0.149860994
90mm_4_008,180,180,150,90,1.4,22.5,25,427.384,3.760995441,0.27685714,0.612400004,452.632209,0.056624207,0.008800038,0.023612483,0.208657156
90mm_4_009,180,180,120,180,1.4,22.5,25,427.384,36.54842914,0.258514701,0.638079419,568.3633759,0.052872719,0.085516606,0.061390124,0.236979687
90mm_4_010,180,180,120,150,1.4,22.5,25,427.384,18.64113613,0.260709664,0.63500647,367.437042,0.053321644,0.043616832,0.042500459,0.156045726
90mm_4_011,180,180,120,120,1.4,22.5,25,427.384,17.97532357,0.268140512,0.624603283,441.1528487,0.054841438,0.042058953,0.014167039,0.193453936
90mm_4_012,180,180,120,90,1.4,22.5,25,427.384,16.03531049,0.284287989,0.601996816,551.7085185,0.058144001,0.037519679,0.132599778,0.295336254
90mm_4_013,180,180,90,180,1.4,22.5,25,427.384,35.02876019,0.274662177,0.615472952,637.8964492,0.056175282,0.08196086,0.061382209,0.291009376
90mm_4_014,180,180,90,150,1.4,22.5,25,427.384,3.045111427,0.276857141,0.612400003,551.4769259,0.056624207,0.007125001,0.042486954,0.259270342
90mm_4_015,180,180,90,120,1.4,22.5,25,427.384,12.87999981,0.284287989,0.601996815,645.0881713,0.058144001,0.030136832,0.132348188,0.347638787
90mm_4_016,180,180,90,90,1.4,22.5,25,427.384,9.827922021,0.300435466,0.579390348,799.6393479,0.061446564,0.022995531,0.023612364,0.423186613
90mm_4_017,180,150,180,150,1.4,22.5,25,427.384,5.700316158,0.253278815,0.645409659,371.0115198,0.05180185,0.013337692,0.141762013,0.148061722
90mm_4_018,180,150,180,120,1.4,22.5,25,427.384,3.351522249,0.260709663,0.635006471,367.5510945,0.053321644,0.007841946,0.023609368,0.15630488
90mm_4_019,180,150,180,90,1.4,22.5,25,427.384,2.610739272,0.27685714,0.612400004,432.6493747,0.056624207,0.00610865,0.033041472,0.205504585
90mm_4_020,180,150,150,150,1.4,22.5,25,427.384,5.843465864,0.255473778,0.642336711,342.5563589,0.052250774,0.013672636,0.122790951,0.138967705
90mm_4_021,180,150,150,120,1.4,22.5,25,427.384,2.849016964,0.262904626,0.631933523,362.0032327,0.053770569,0.006666176,0.023616876,0.15591586
90mm_4_022,180,150,150,90,1.4,22.5,25,427.384,2.211190792,0.279052102,0.609327057,440.1564779,0.057073131,0.00517378,0.023610865,0.209955085
90mm_4_023,180,150,120,150,1.4,22.5,25,427.384,5.899690366,0.262904627,0.631933522,386.6020458,0.053770569,0.013804191,0.080233595,0.169595418
90mm_4_024,180,150,120,120,1.4,22.5,25,427.384,2.835455214,0.270335475,0.621530335,440.2371708,0.055290363,0.006634444,0.023611506,0.199188187
90mm_4_025,180,150,120,90,1.4,22.5,25,427.384,2.261253699,0.286482951,0.598923868,531.460036,0.058592926,0.005290918,0.033048815,0.268720808
90mm_4_026,180,150,90,150,1.4,22.5,25,427.384,5.805656484,0.279052104,0.609327055,532.6902958,0.057073131,0.013584169,0.070845646,0.265319661
90mm_4_027,180,150,90,120,1.4,22.5,25,427.384,2.801330739,0.286482952,0.598923868,680.8443454,0.058592926,0.006554599,0.15,0.380144511
90mm_4_028,180,150,90,90,1.4,22.5,25,427.384,3.744451406,0.302630428,0.576317401,799.134505,0.061895488,0.008761328,0.15,0.504131987
90mm_4_029,180,120,180,120,1.4,22.5,25,427.384,1.683490364,0.268140512,0.624603283,354.7911377,0.054841438,0.003939058,0.061379655,0.162712566
90mm_4_030,180,120,180,90,1.4,22.5,25,427.384,1.131141847,0.284287989,0.601996816,358.9002976,0.058144001,0.002646664,0.080331739,0.188379796
90mm_4_031,180,120,150,120,1.4,22.5,25,427.384,1.717708864,0.270335475,0.621530335,364.9207565,0.055290363,0.004019123,0.15,0.179775376
90mm_4_032,180,120,150,90,1.4,22.5,25,427.384,1.133980104,0.286482951,0.598923868,379.6300025,0.058592926,0.002653305,0.051919672,0.197924729
90mm_4_033,180,120,120,120,1.4,22.5,25,427.384,1.701211414,0.277766324,0.611127146,598.2427321,0.056810157,0.003980522,0.061372672,0.299573317
90mm_4_034,180,120,120,90,1.4,22.5,25,427.384,1.107553242,0.2939138,0.588520679,557.4864821,0.06011272,0.002591471,0.15,0.353158225
90mm_4_035,180,120,90,120,1.4,22.5,25,427.384,1.704653138,0.293913801,0.588520679,850.0788925,0.06011272,0.003988575,0.15,0.531131032
90mm_4_036,180,120,90,90,1.4,22.5,25,427.384,1.676242359,0.310061277,0.565914212,771.6759585,0.063415283,0.003922099,0.15,0.530789354
90mm_4_037,180,90,180,90,1.4,22.5,25,427.384,11.0003419,0.300435466,0.579390348,673.0681084,0.061446564,0.025738778,0.15,0.348515982
90mm_4_038,180,90,150,90,1.4,22.5,25,427.384,9.653463445,0.302630428,0.576317401,658.4376299,0.061895488,0.02258733,0.0330696,0.358608953
90mm_4_039,180,90,120,90,1.4,22.5,25,427.384,8.761260025,0.310061277,0.565914212,706.7093207,0.063415283,0.020499738,0.042498159,0.406828402
90mm_4_040,180,90,90,90,1.4,22.5,25,427.384,11.95797652,0.326208754,0.543307745,900.0890106,0.066717845,0.027979467,0.15,0.58022303
90mm_4_041,150,180,180,180,1.4,22.5,25,427.384,33.10731011,0.251083853,0.648482606,588.2952343,0.051352925,0.07746502,0.033057107,0.230314557
90mm_4_042,150,180,180,150,1.4,22.5,25,427.384,4.923279905,0.253278816,0.645409657,331.4109549,0.05180185,0.01151957,0.014169081,0.13089998
90mm_4_043,150,180,180,120,1.4,22.5,25,427.384,10.05958894,0.260709664,0.63500647,361.2155426,0.053321644,0.023537589,0.014167678,0.149280451
90mm_4_044,150,180,180,90,1.4,22.5,25,427.384,13.57972999,0.276857141,0.612400003,437.8524936,0.056624207,0.031774072,0.042506594,0.208106783
90mm_4_045,150,180,150,180,1.4,22.5,25,427.384,34.76672978,0.253278815,0.645409659,569.9110056,0.05180185,0.081347757,0.094441075,0.222621078
90mm_4_046,150,180,150,150,1.4,22.5,25,427.384,1.879593803,0.255473779,0.64233671,323.2841427,0.052250775,0.004397904,0.06139165,0.131690867
90mm_4_047,150,180,150,120,1.4,22.5,25,427.384,2.273228998,0.262904627,0.631933522,370.2128402,0.053770569,0.005318938,0.033054013,0.156365156
90mm_4_048,150,180,150,90,1.4,22.5,25,427.384,2.283922146,0.279052104,0.609327055,453.8083959,0.057073131,0.005343958,0.023616653,0.212791399
90mm_4_049,150,180,120,180,1.4,22.5,25,427.384,39.98004315,0.260709664,0.63500647,541.0380259,0.053321644,0.093545952,0.033059878,0.219655427
90mm_4_050,150,180,120,150,1.4,22.5,25,427.384,18.12457589,0.262904628,0.631933521,346.726065,0.053770569,0.042408176,0.033052678,0.148068623
90mm_4_051,150,180,120,120,1.4,22.5,25,427.384,18.88935221,0.270335476,0.621530333,423.7281494,0.055290363,0.044197612,0.051941628,0.194893251
90mm_4_052,150,180,120,90,1.4,22.5,25,427.384,15.17430183,0.286482952,0.598923867,559.1212938,0.058592926,0.035505077,0.15,0.298116486
90mm_4_053,150,180,90,180,1.4,22.5,25,427.384,35.073409,0.276857141,0.612400003,585.0643722,0.056624207,0.08206533,0.051967499,0.271838361
90mm_4_054,150,180,90,150,1.4,22.5,25,427.384,16.02124229,0.279052105,0.609327054,480.6319517,0.057073132,0.037486762,0.023613675,0.22833599
90mm_4_055,150,180,90,120,1.4,22.5,25,427.384,13.37237951,0.286482953,0.598923866,655.0050303,0.058592926,0.03128891,0.122834502,0.356227302
90mm_4_056,150,180,90,90,1.4,22.5,25,427.384,9.897784346,0.302630429,0.576317399,800.7396578,0.061895489,0.023158996,0.023604989,0.434890179
90mm_4_057,150,150,180,150,1.4,22.5,25,427.384,5.608853417,0.255473779,0.64233671,333.5039143,0.052250775,0.013123686,0.080204678,0.135009756
90mm_4_058,150,150,180,120,1.4,22.5,25,427.384,2.762041755,0.262904627,0.631933522,353.8542204,0.053770569,0.00646267,0.023620399,0.150761887
90mm_4_059,150,150,180,90,1.4,22.5,25,427.384,2.170920534,0.279052104,0.609327055,431.7949782,0.057073131,0.005079555,0.023610237,0.206049683
90mm_4_060,150,150,150,150,1.4,22.5,25,427.384,7.84554808,0.257668741,0.639263762,328.0386849,0.052699699,0.01835714,0.141667472,0.137396292
90mm_4_061,150,150,150,120,1.4,22.5,25,427.384,2.37187991,0.26509959,0.628860574,359.8453606,0.054219494,0.005549763,0.023610406,0.155394453
90mm_4_062,150,150,150,90,1.4,22.5,25,427.384,2.082134072,0.281247066,0.606254107,445.4604129,0.057522056,0.004871811,0.023617511,0.215385132
90mm_4_063,150,150,120,150,1.4,22.5,25,427.384,5.854335094,0.26509959,0.628860573,363.6556,0.054219494,0.013698068,0.070845371,0.158073412
90mm_4_064,150,150,120,120,1.4,22.5,25,427.384,2.701392547,0.272530439,0.618457386,428.8586833,0.055739288,0.006320762,0.023609638,0.196626249
90mm_4_065,150,150,120,90,1.4,22.5,25,427.384,2.153782863,0.288677915,0.595850919,522.4625075,0.059041851,0.005039456,0.15,0.301767488
90mm_4_066,150,150,90,150,1.4,22.5,25,427.384,5.775963553,0.281247067,0.606254106,490.2044032,0.057522056,0.013514693,0.051934295,0.239013667
90mm_4_067,150,150,90,120,1.4,22.5,25,427.384,2.672167601,0.288677915,0.595850918,661.8081195,0.059041851,0.006252381,0.15,0.380403034
90mm_4_068,150,150,90,90,1.4,22.5,25,427.384,3.671422165,0.304825392,0.573244451,786.7666116,0.062344413,0.008590453,0.15,0.50390953
90mm_4_069,150,120,180,120,1.4,22.5,25,427.384,1.692744083,0.270335476,0.621530333,357.1799986,0.055290363,0.00396071,0.051931514,0.16695779
90mm_4_070,150,120,180,90,1.4,22.5,25,427.384,1.10966922,0.286482952,0.598923867,374.440196,0.058592926,0.002596422,0.051956315,0.195225133
90mm_4_071,150,120,150,120,1.4,22.5,25,427.384,1.702950013,0.272530439,0.618457386,378.8017875,0.055739288,0.00398459,0.061410491,0.181246574
90mm_4_072,150,120,150,90,1.4,22.5,25,427.384,1.117392904,0.288677915,0.595850919,371.8840027,0.059041851,0.002614494,0.05195641,0.19649103
90mm_4_073,150,120,120,120,1.4,22.5,25,427.384,1.684017329,0.279961288,0.608054197,563.381418,0.057259082,0.003940291,0.061387708,0.285723174
90mm_4_074,150,120,120,90,1.4,22.5,25,427.384,1.092151177,0.296108764,0.58544773,509.9444039,0.060561645,0.002555433,0.15,0.3263693
90mm_4_075,150,120,90,120,1.4,22.5,25,427.384,1.686687197,0.296108764,0.58544773,816.0558301,0.060561645,0.003946538,0.15,0.523540772
90mm_4_076,150,120,90,90,1.4,22.5,25,427.384,1.639040291,0.312256241,0.562841263,740.2177615,0.063864208,0.003835053,0.15,0.513119123
90mm_4_077,150,90,180,90,1.4,22.5,25,427.384,9.429065476,0.302630429,0.576317399,652.1417965,0.061895489,0.02206228,0.103721068,0.345188442
90mm_4_078,150,90,150,90,1.4,22.5,25,427.384,8.412671959,0.304825392,0.573244451,627.5243201,0.062344413,0.019684106,0.080284627,0.347328052
90mm_4_079,150,90,120,90,1.4,22.5,25,427.384,5.916629304,0.312256241,0.562841263,674.1306833,0.063864208,0.013843825,0.061393049,0.403461969
90mm_4_080,150,90,90,90,1.4,22.5,25,427.384,7.060722168,0.328403718,0.540234795,828.7226598,0.06716677,0.016520792,0.15,0.534030882
90mm_4_081,120,180,180,180,1.4,22.5,25,427.384,29.53898579,0.258514701,0.638079419,571.944948,0.052872719,0.069115797,0.042497844,0.237118404
90mm_4_082,120,180,180,150,1.4,22.5,25,427.384,10.61451501,0.260709664,0.63500647,363.2977619,0.053321644,0.024836014,0.023609734,0.152343976
90mm_4_083,120,180,180,120,1.4,22.5,25,427.384,10.19873961,0.268140513,0.624603282,437.465065,0.054841438,0.023863176,0.051950741,0.197993259
90mm_4_084,120,180,180,90,1.4,22.5,25,427.384,14.98833722,0.284287989,0.601996815,497.5559555,0.058144001,0.035069954,0.113425891,0.26521322
90mm_4_085,120,180,150,180,1.4,22.5,25,427.384,46.9722001,0.260709663,0.635006471,562.2704411,0.053321644,0.109906314,0.061379751,0.229353168
90mm_4_086,120,180,150,150,1.4,22.5,25,427.384,3.801242192,0.262904627,0.631933522,355.157599,0.053770569,0.008894208,0.023608679,0.14952786
90mm_4_087,120,180,150,120,1.4,22.5,25,427.384,8.885462517,0.270335475,0.621530334,432.0440518,0.055290363,0.020790349,0.033051787,0.191794205
90mm_4_088,120,180,150,90,1.4,22.5,25,427.384,3.373724421,0.286482952,0.598923868,516.082543,0.058592926,0.007893895,0.080292341,0.271737934
90mm_4_089,120,180,120,180,1.4,22.5,25,427.384,40.23403361,0.268140512,0.624603283,503.2384636,0.054841438,0.094140243,0.051927217,0.216030096
90mm_4_090,120,180,120,150,1.4,22.5,25,427.384,17.74569527,0.270335476,0.621530333,341.7718103,0.055290363,0.041521665,0.023607482,0.150558068
90mm_4_091,120,180,120,120,1.4,22.5,25,427.384,17.72286271,0.277766324,0.611127146,431.7573552,0.056810157,0.041468241,0.033059205,0.201825343
90mm_4_092,120,180,120,90,1.4,22.5,25,427.384,15.16302103,0.293913801,0.588520679,509.3307163,0.06011272,0.035478682,0.07082581,0.274170567
90mm_4_093,120,180,90,180,1.4,22.5,25,427.384,35.61238467,0.284287989,0.601996815,515.2871095,0.058144001,0.083326434,0.042484416,0.251683542
90mm_4_094,120,180,90,150,1.4,22.5,25,427.384,16.05736222,0.286482953,0.598923866,431.0075364,0.058592926,0.037571276,0.033043427,0.212029883
90mm_4_095,120,180,90,120,1.4,22.5,25,427.384,12.66218013,0.293913801,0.588520679,527.0658032,0.06011272,0.029627174,0.070831203,0.28221001
90mm_4_096,120,180,90,90,1.4,22.5,25,427.384,9.584579401,0.310061277,0.565914212,763.694141,0.063415283,0.022426154,0.023615445,0.433260387
90mm_4_097,120,150,180,150,1.4,22.5,25,427.384,5.962045692,0.262904627,0.631933522,386.478904,0.053770569,0.013950091,0.051945183,0.167647187
90mm_4_098,120,150,180,120,1.4,22.5,25,427.384,2.62112684,0.270335475,0.621530334,441.8992861,0.055290363,0.006132955,0.023610051,0.19981005
90mm_4_099,120,150,180,90,1.4,22.5,25,427.384,2.260224985,0.286482952,0.598923868,531.3383657,0.058592926,0.005288511,0.023610648,0.265437409
90mm_4_100,120,150,150,150,1.4,22.5,25,427.384,5.889650261,0.26509959,0.628860574,380.5839332,0.054219494,0.013780699,0.08020295,0.167232276
