File Name,down,right,up,left,t,l,L,E,Young's Modulus (MPa),Volume Fraction,Dense strain,SEA,Mass,EYM,Critical Strain,PS
60mm_4_106,120,150,90,150,1.4,15,25,427.384,15.24291534,0.433016902,0.393776337,484.2245618,0.039361236,0.03566562,0.15,0.635969852
60mm_4_107,120,150,90,120,1.4,15,25,427.384,9.200901826,0.444163194,0.378171529,644.9042672,0.040374434,0.021528419,0.15,0.928019983
60mm_4_108,120,150,90,90,1.4,15,25,427.384,10.79999838,0.468384386,0.344261859,653.7939601,0.042576141,0.025270011,0.15,1.142273344
60mm_4_109,120,120,180,120,1.4,15,25,427.384,5.122734034,0.416649552,0.416690628,554.5114049,0.037873444,0.011986256,0.15,0.708858403
60mm_4_110,120,120,180,90,1.4,15,25,427.384,3.44811317,0.440870744,0.382780958,479.4961372,0.040075151,0.008067951,0.15,0.769524413
60mm_4_111,120,120,150,120,1.4,15,25,427.384,5.46311761,0.419942,0.4120812,564.1121395,0.038172728,0.012782691,0.15,0.739531117
60mm_4_112,120,120,150,90,1.4,15,25,427.384,3.581604426,0.444163193,0.37817153,458.6986047,0.040374434,0.008380296,0.15,0.726408663
60mm_4_113,120,120,120,120,1.4,15,25,427.384,5.293535058,0.43108829,0.396476393,563.0140481,0.039185926,0.012385899,0.15,0.798150042
60mm_4_114,120,120,120,90,1.4,15,25,427.384,3.465544454,0.455309483,0.362566723,374.9185816,0.041387632,0.008108737,0.15,0.651670688
60mm_4_115,120,120,90,120,1.4,15,25,427.384,5.245515902,0.455309484,0.362566722,608.0771246,0.041387632,0.012273543,0.15,1.044590746
60mm_4_116,120,120,90,90,1.4,15,25,427.384,5.114961201,0.479530677,0.328657052,493.5180837,0.043589339,0.011968069,0.15,1.016873487
60mm_4_117,120,90,180,90,1.4,15,25,427.384,14.2538932,0.465091938,0.348871287,734.2464458,0.042276857,0.03335149,0.15,1.08075977
60mm_4_118,120,90,150,90,1.4,15,25,427.384,12.18234372,0.468384386,0.344261859,696.3175838,0.042576141,0.028504445,0.15,1.058490809
60mm_4_119,120,90,120,90,1.4,15,25,427.384,6.989654192,0.479530677,0.328657052,566.0835933,0.043589339,0.016354506,0.15,1.065425925
60mm_4_120,120,90,90,90,1.4,15,25,427.384,8.487248757,0.50375187,0.294747381,557.8926255,0.045791045,0.019858602,0.15,1.313874946
60mm_4_121,90,180,180,180,1.4,15,25,427.384,45.12542811,0.411993266,0.423209428,744.177307,0.037450188,0.105585207,0.082463662,0.76688649
60mm_4_122,90,180,180,150,1.4,15,25,427.384,6.87754795,0.415285714,0.4186,549.3011874,0.037749471,0.016092198,0.032081298,0.573635895
60mm_4_123,90,180,180,120,1.4,15,25,427.384,6.84920769,0.426432005,0.402995192,569.6802355,0.038762669,0.016025887,0.15,0.66584037
60mm_4_124,90,180,180,90,1.4,15,25,427.384,23.94736705,0.450653198,0.369085522,763.2511752,0.040964376,0.056032437,0.15,0.991569303
60mm_4_125,90,180,150,180,1.4,15,25,427.384,67.52980259,0.415285714,0.4186,705.7403002,0.037749471,0.158007325,0.15,0.761841614
60mm_4_126,90,180,150,150,1.4,15,25,427.384,5.120251361,0.418578163,0.413990572,527.5051908,0.038048755,0.011980447,0.013750658,0.549248821
60mm_4_127,90,180,150,120,1.4,15,25,427.384,6.27118878,0.429724454,0.398385765,577.0804245,0.039061953,0.014673429,0.15,0.686871587
60mm_4_128,90,180,150,90,1.4,15,25,427.384,30.54432373,0.453945647,0.364476095,810.7378094,0.041263659,0.071468103,0.15,1.059611447
60mm_4_129,90,180,120,180,1.4,15,25,427.384,57.76132797,0.426432005,0.402995193,598.9603611,0.038762669,0.13515089,0.100759864,0.657719798
60mm_4_130,90,180,120,150,1.4,15,25,427.384,14.1465946,0.429724453,0.398385765,452.0094924,0.039061953,0.033100431,0.013749607,0.496297671
60mm_4_131,90,180,120,120,1.4,15,25,427.384,7.635977613,0.440870744,0.382780958,542.7899548,0.040075151,0.017866784,0.15,0.693782368
60mm_4_132,90,180,120,90,1.4,15,25,427.384,32.51202232,0.465091937,0.348871288,760.4543852,0.042276857,0.076072156,0.15,1.115505888
60mm_4_133,90,180,90,180,1.4,15,25,427.384,67.03737288,0.450653198,0.369085522,1727.551455,0.040964376,0.15685513,0.15,2.079764564
60mm_4_134,90,180,90,150,1.4,15,25,427.384,35.17028968,0.453945647,0.364476094,1020.706991,0.041263659,0.082292013,0.091839186,1.357617689
60mm_4_135,90,180,90,120,1.4,15,25,427.384,29.59190533,0.465091938,0.348871287,813.5872284,0.042276857,0.069239619,0.050408403,1.141749555
60mm_4_136,90,180,90,90,1.4,15,25,427.384,34.12130814,0.489313131,0.314961617,901.5517606,0.044478564,0.079837589,0.15,1.552272706
60mm_4_137,90,150,180,150,1.4,15,25,427.384,15.62516588,0.418578163,0.413990572,589.173415,0.038048755,0.036560016,0.15,0.729038292
60mm_4_138,90,150,180,120,1.4,15,25,427.384,8.067797432,0.429724454,0.398385765,707.0856072,0.039061953,0.018877163,0.142183701,0.932673161
60mm_4_139,90,150,180,90,1.4,15,25,427.384,10.53141874,0.453945647,0.364476095,756.3838972,0.041263659,0.024641584,0.15,1.16233879
60mm_4_140,90,150,150,150,1.4,15,25,427.384,18.55179022,0.421870611,0.409381144,570.9663644,0.038348039,0.043407779,0.15,0.711354631
60mm_4_141,90,150,150,120,1.4,15,25,427.384,8.150537692,0.433016902,0.393776337,700.2397756,0.039361236,0.01907076,0.15,0.913695257
60mm_4_142,90,150,150,90,1.4,15,25,427.384,11.22227856,0.457238095,0.359866667,738.5610995,0.041562943,0.026258069,0.15,1.148134375
60mm_4_143,90,150,120,150,1.4,15,25,427.384,17.23765921,0.433016902,0.393776338,496.5347884,0.039361236,0.040332954,0.15,0.661600416
60mm_4_144,90,150,120,120,1.4,15,25,427.384,8.77568509,0.444163193,0.37817153,642.263155,0.040374434,0.02053349,0.132971684,0.920175298
60mm_4_145,90,150,120,90,1.4,15,25,427.384,11.00626843,0.468384386,0.34426186,654.5706734,0.042576141,0.025752645,0.15,1.100199661
60mm_4_146,90,150,90,150,1.4,15,25,427.384,18.52244689,0.457238095,0.359866667,934.7950929,0.041562943,0.043339121,0.15,1.379299263
60mm_4_147,90,150,90,120,1.4,15,25,427.384,13.21999489,0.468384386,0.344261859,730.5318125,0.042576141,0.030932358,0.15,1.221841959
60mm_4_148,90,150,90,90,1.4,15,25,427.384,15.20704243,0.492605579,0.310352189,791.2962626,0.044777847,0.035581684,0.15,1.584516007
60mm_4_149,90,120,180,120,1.4,15,25,427.384,5.206970993,0.440870744,0.382780958,785.9500032,0.040075151,0.012183355,0.15,1.27286718
60mm_4_150,90,120,180,90,1.4,15,25,427.384,5.198662221,0.465091937,0.348871288,690.8788402,0.042276857,0.012163914,0.15,1.309899907
60mm_4_151,90,120,150,120,1.4,15,25,427.384,5.496692897,0.444163193,0.37817153,752.8530844,0.040374434,0.012861251,0.15,1.23735503
60mm_4_152,90,120,150,90,1.4,15,25,427.384,5.416941333,0.468384386,0.34426186,659.2734692,0.042576141,0.012674647,0.15,1.250004764
60mm_4_153,90,120,120,120,1.4,15,25,427.384,5.368533257,0.455309483,0.362566723,600.5093278,0.041387632,0.012561381,0.15,1.051416117
60mm_4_154,90,120,120,90,1.4,15,25,427.384,5.271057652,0.479530676,0.328657053,497.7195592,0.043589338,0.012333306,0.15,1.016713339
60mm_4_155,90,120,90,120,1.4,15,25,427.384,7.540479086,0.479530677,0.328657052,552.6486657,0.043589339,0.017643335,0.15,1.054717483
60mm_4_156,90,120,90,90,1.4,15,25,427.384,9.444080758,0.50375187,0.294747382,604.5092067,0.045791045,0.022097413,0.15,1.453830466
60mm_4_157,90,90,180,90,1.4,15,25,427.384,18.10329217,0.489313131,0.314961617,816.1643265,0.044478564,0.042358376,0.15,1.348058714
60mm_4_158,90,90,150,90,1.4,15,25,427.384,15.71908736,0.492605579,0.310352189,774.6479625,0.044777847,0.036779775,0.15,1.356853013
60mm_4_159,90,90,120,90,1.4,15,25,427.384,9.158467296,0.50375187,0.294747382,564.2604609,0.045791045,0.02142913,0.15,1.311044031
60mm_4_160,90,90,90,90,1.4,15,25,427.384,1.843848688,0.263986532,0.630418856,848.4072859,0.023996376,0.004314267,0.15,0.42553094
70mm_1_001,180,180,180,180,0.8,17.5,25,427.384,6.17983545,0.182857143,0.744,582.6662071,0.022624,0.014459679,0.032501861,0.144423515
70mm_1_002,180,180,180,150,0.8,17.5,25,427.384,4.63360544,0.184469774,0.741742317,264.3065173,0.022823523,0.010841785,0.013928312,0.066080635
70mm_1_003,180,180,180,120,0.8,17.5,25,427.384,2.942797835,0.189929156,0.734099182,280.7642557,0.023498985,0.006885606,0.013927785,0.072943886
70mm_1_004,180,180,180,90,0.8,17.5,25,427.384,0.530195495,0.20179262,0.717490332,353.233948,0.024966792,0.00124056,0.013928316,0.099863209
70mm_1_005,180,180,150,180,0.8,17.5,25,427.384,29.52924058,0.184469773,0.741742318,449.6686116,0.022823523,0.069092995,0.023215612,0.112821165
70mm_1_006,180,180,150,150,0.8,17.5,25,427.384,16.40363942,0.186082404,0.739484635,242.4719593,0.023023045,0.038381501,0.013928747,0.061621594
70mm_1_007,180,180,150,120,0.8,17.5,25,427.384,7.877591037,0.191541786,0.7318415,282.9862569,0.023698507,0.018432115,0.013927382,0.075202428
70mm_1_008,180,180,150,90,0.8,17.5,25,427.384,2.253500525,0.254256563,0.644040812,430.605374,0.031457893,0.005272777,0.023217092,0.175227753
70mm_1_009,180,180,120,180,0.8,17.5,25,427.384,23.59706048,0.189929156,0.734099181,458.6869634,0.023498985,0.055212784,0.023215604,0.119326868
70mm_1_010,180,180,120,150,0.8,17.5,25,427.384,5.911575915,0.191541787,0.731841498,315.1884013,0.023698508,0.013832001,0.013929906,0.082476704
70mm_1_011,180,180,120,120,0.8,17.5,25,427.384,5.685659451,0.197001169,0.724198363,386.3065491,0.02437397,0.013303398,0.0139328,0.105558498
70mm_1_012,180,180,120,90,0.8,17.5,25,427.384,0.538695308,0.208864633,0.707589513,469.5711584,0.025841777,0.001260448,0.013929223,0.141965529
70mm_1_013,180,180,90,180,0.8,17.5,25,427.384,12.47519109,0.20179262,0.717490332,564.6340927,0.024966792,0.029189654,0.032501667,0.161786647
70mm_1_014,180,180,90,150,0.8,17.5,25,427.384,7.21165411,0.203405251,0.715232649,465.2895414,0.025166315,0.016873945,0.013930125,0.135729167
70mm_1_015,180,180,90,120,0.8,17.5,25,427.384,7.005551595,0.208864633,0.707589514,574.9430461,0.025841777,0.016391703,0.013930691,0.171092435
70mm_1_016,180,180,90,90,0.8,17.5,25,427.384,2.959995767,0.220728097,0.690980664,733.3756408,0.027309584,0.006925846,0.01392929,0.236816791
70mm_1_017,180,150,180,150,0.8,17.5,25,427.384,2.514377429,0.186082404,0.739484635,250.5045672,0.023023045,0.005883181,0.013930033,0.064470751
70mm_1_018,180,150,180,120,0.8,17.5,25,427.384,1.49353228,0.191541786,0.7318415,263.6382355,0.023698507,0.003494591,0.013928392,0.070769849
70mm_1_019,180,150,180,90,0.8,17.5,25,427.384,1.050961617,0.20340525,0.71523265,340.7856415,0.025166315,0.002459057,0.013924379,0.098012633
70mm_1_020,180,150,150,150,0.8,17.5,25,427.384,2.662727116,0.187695034,0.737226952,243.9399766,0.023222568,0.006230292,0.032494794,0.062622269
70mm_1_021,180,150,150,120,0.8,17.5,25,427.384,1.1595569,0.193154416,0.729583818,269.0149354,0.02389803,0.00271315,0.013931923,0.07305503
70mm_1_022,180,150,150,90,0.8,17.5,25,427.384,1.014965627,0.20501788,0.712974968,361.5297237,0.025365837,0.002374833,0,0.103182706
70mm_1_023,180,150,120,150,0.8,17.5,25,427.384,2.493654433,0.193154417,0.729583816,312.833448,0.02389803,0.005834693,0.013927679,0.083354602
70mm_1_024,180,150,120,120,0.8,17.5,25,427.384,1.160900595,0.198613799,0.721940681,366.1997902,0.024573492,0.002716294,0,0.101753033
70mm_1_025,180,150,120,90,0.8,17.5,25,427.384,0.898685125,0.210477263,0.705331831,452.1429377,0.026041299,0.002102758,0,0.136272688
70mm_1_026,180,150,90,150,0.8,17.5,25,427.384,2.334235927,0.205017881,0.712974967,461.7470231,0.025365837,0.005461683,0.013929208,0.134193278
70mm_1_027,180,150,90,120,0.8,17.5,25,427.384,1.499519075,0.210477263,0.705331832,600.7925261,0.026041299,0.003508599,0.102180529,0.203934435
70mm_1_028,180,150,90,90,0.8,17.5,25,427.384,1.564154922,0.222340727,0.688722982,722.1270239,0.027509106,0.003659835,0.074320316,0.25386908
70mm_1_029,180,120,180,120,0.8,17.5,25,427.384,0.697124847,0.197001169,0.724198363,253.9529611,0.02437397,0.001631144,0.013928154,0.071024087
70mm_1_030,180,120,180,90,0.8,17.5,25,427.384,0.461534546,0.208864633,0.707589513,284.2657842,0.025841777,0.001079906,0,0.084748006
70mm_1_031,180,120,150,120,0.8,17.5,25,427.384,0.706476437,0.198613799,0.721940681,271.9907807,0.024573492,0.001653025,0.013930559,0.07695509
70mm_1_032,180,120,150,90,0.8,17.5,25,427.384,0.464169796,0.210477263,0.705331831,313.8410745,0.026041299,0.001086072,0,0.094589483
70mm_1_033,180,120,120,120,0.8,17.5,25,427.384,0.700066104,0.204073182,0.714297545,519.9355793,0.025248954,0.001638026,0.013925895,0.152928042
70mm_1_034,180,120,120,90,0.8,17.5,25,427.384,0.4538177,0.215936646,0.697688695,487.6275614,0.026716762,0.00106185,0,0.152431348
70mm_1_035,180,120,90,120,0.8,17.5,25,427.384,0.704298915,0.215936646,0.697688695,724.3299935,0.026716762,0.00164793,0.01392968,0.230968611
70mm_1_036,180,120,90,90,0.8,17.5,25,427.384,0.687675814,0.22780011,0.681079845,728.2866779,0.028184569,0.001609035,0.15,0.296522198
70mm_1_037,180,90,180,90,0.8,17.5,25,427.384,4.071059968,0.220728097,0.690980664,607.6592191,0.027309584,0.009525532,0.023215841,0.199823666
70mm_1_038,180,90,150,90,0.8,17.5,25,427.384,3.654441344,0.222340727,0.688722982,602.7507405,0.027509106,0.008550721,0.023215743,0.200162781
70mm_1_039,180,90,120,90,0.8,17.5,25,427.384,3.506019428,0.22780011,0.681079845,689.8432819,0.028184569,0.008203441,0.023219064,0.234209798
70mm_1_040,180,90,90,90,0.8,17.5,25,427.384,7.011746526,0.239663574,0.664470996,932.5408934,0.029652376,0.016406198,0.102128976,0.363930535
70mm_1_041,150,180,180,180,0.8,17.5,25,427.384,16.4934593,0.184469774,0.741742317,438.3859674,0.022823523,0.038591663,0.023215004,0.11046159
70mm_1_042,150,180,180,150,0.8,17.5,25,427.384,2.51483131,0.186082405,0.739484634,235.5918037,0.023023046,0.005884243,0.01392802,0.059510865
70mm_1_043,150,180,180,120,0.8,17.5,25,427.384,3.639929093,0.191541787,0.731841499,279.6090367,0.023698508,0.008516765,0.013929336,0.073331213
70mm_1_044,150,180,180,90,0.8,17.5,25,427.384,13.48649617,0.203405251,0.715232649,373.1819195,0.025166315,0.031555922,0.01392792,0.10671597
70mm_1_045,150,180,150,180,0.8,17.5,25,427.384,29.1936937,0.186082404,0.739484635,436.6036316,0.023023045,0.068307877,0.013929566,0.108882328
70mm_1_046,150,180,150,150,0.8,17.5,25,427.384,16.20355918,0.187695035,0.737226951,238.1629329,0.023222568,0.03791335,0.013932181,0.060694918
70mm_1_047,150,180,150,120,0.8,17.5,25,427.384,15.41691576,0.193154417,0.729583817,286.6108165,0.02389803,0.036072749,0.013927461,0.077150223
70mm_1_048,150,180,150,90,0.8,17.5,25,427.384,15.12026083,0.205017881,0.712974967,380.913552,0.025365837,0.035378631,0.01393058,0.111814924
70mm_1_049,150,180,120,180,0.8,17.5,25,427.384,23.36974476,0.191541787,0.731841498,431.1656206,0.023698508,0.054680907,0.013928964,0.112506407
70mm_1_050,150,180,120,150,0.8,17.5,25,427.384,7.250443054,0.193154418,0.729583815,300.8014654,0.02389803,0.016964704,0.013929428,0.079617151
70mm_1_051,150,180,120,120,0.8,17.5,25,427.384,6.339152238,0.1986138,0.72194068,363.9084274,0.024573492,0.014832451,0.01393088,0.102364674
70mm_1_052,150,180,120,90,0.8,17.5,25,427.384,5.882264639,0.210477264,0.70533183,481.3764897,0.026041299,0.013763418,0.074236495,0.154031356
70mm_1_053,150,180,90,180,0.8,17.5,25,427.384,19.71680054,0.203405251,0.715232649,548.5811166,0.025166315,0.046133689,0.032498251,0.157461412
70mm_1_054,150,180,90,150,0.8,17.5,25,427.384,6.92288399,0.205017882,0.712974966,440.3291976,0.025365837,0.016198276,0.013929001,0.129851597
70mm_1_055,150,180,90,120,0.8,17.5,25,427.384,7.163730687,0.210477264,0.705331831,568.6873096,0.026041299,0.016761813,0.102122096,0.18863075
70mm_1_056,150,180,90,90,0.8,17.5,25,427.384,2.990679374,0.222340728,0.688722981,727.9101091,0.027509107,0.00699764,0.013928987,0.241322306
70mm_1_057,150,150,180,150,0.8,17.5,25,427.384,2.45151779,0.187695035,0.737226951,238.4879274,0.023222568,0.005736101,0.013931801,0.061316116
70mm_1_058,150,150,180,120,0.8,17.5,25,427.384,1.102123328,0.193154417,0.729583817,265.063011,0.02389803,0.002578766,0,0.069984029
70mm_1_059,150,150,180,90,0.8,17.5,25,427.384,0.873740431,0.205017881,0.712974967,357.9467393,0.025365837,0.002044392,0,0.102137704
70mm_1_060,150,150,150,150,0.8,17.5,25,427.384,3.380386219,0.189307665,0.734969269,239.4160664,0.023422091,0.007909482,0.013927779,0.06226987
70mm_1_061,150,150,150,120,0.8,17.5,25,427.384,0.977254545,0.194767047,0.727326134,268.6666633,0.024097553,0.002286596,0,0.071647366
70mm_1_062,150,150,150,90,0.8,17.5,25,427.384,0.863086175,0.206630511,0.710717284,360.6837276,0.02556536,0.002019463,0,0.10591208
70mm_1_063,150,150,120,150,0.8,17.5,25,427.384,2.483673735,0.194767048,0.727326133,291.0333447,0.024097553,0.00581134,0.013925404,0.07990613
70mm_1_064,150,150,120,120,0.8,17.5,25,427.384,0.98333451,0.20022643,0.719682998,356.0110887,0.024773015,0.002300822,0,0.100038014
70mm_1_065,150,150,120,90,0.8,17.5,25,427.384,0.869307176,0.212089894,0.703074148,440.4854772,0.026240822,0.002034019,0.013925818,0.134755252
70mm_1_066,150,150,90,150,0.8,17.5,25,427.384,2.410667145,0.206630512,0.710717283,436.4846152,0.02556536,0.005640518,0.013926469,0.130481764
70mm_1_067,150,150,90,120,0.8,17.5,25,427.384,1.139979293,0.212089894,0.703074149,575.1996116,0.026240822,0.002667342,0.102303893,0.197395914
70mm_1_068,150,150,90,90,0.8,17.5,25,427.384,1.526810108,0.223953358,0.686465299,709.0689684,0.027708629,0.003572455,0.060349137,0.248145203
70mm_1_069,150,120,180,120,0.8,17.5,25,427.384,0.696710285,0.1986138,0.72194068,267.196962,0.024573492,0.001630174,0.013928929,0.075589689
70mm_1_070,150,120,180,90,0.8,17.5,25,427.384,0.454889579,0.210477264,0.70533183,314.6368543,0.026041299,0.001064358,0,0.094829326
70mm_1_071,150,120,150,120,0.8,17.5,25,427.384,0.707288039,0.20022643,0.719682998,280.6607717,0.024773015,0.001654924,0.013931284,0.079351881
70mm_1_072,150,120,150,90,0.8,17.5,25,427.384,0.458502684,0.212089894,0.703074148,321.8302725,0.026240822,0.001072812,0,0.09666011
70mm_1_073,150,120,120,120,0.8,17.5,25,427.384,0.69259073,0.205685813,0.712039862,494.8737582,0.025448477,0.001620535,0.013929629,0.147179822
70mm_1_074,150,120,120,90,0.8,17.5,25,427.384,0.446943229,0.217549277,0.695431012,456.5392698,0.026916284,0.001045765,0,0.142285314
70mm_1_075,150,120,90,120,0.8,17.5,25,427.384,0.697848836,0.217549277,0.695431012,707.0018919,0.026916284,0.001632838,0.013926724,0.22787845
70mm_1_076,150,120,90,90,0.8,17.5,25,427.384,0.674655133,0.229412741,0.678822162,696.1243401,0.028384091,0.001578569,0.15,0.284430285
70mm_1_077,150,90,180,90,0.8,17.5,25,427.384,3.872657204,0.222340728,0.688722981,590.132724,0.027509107,0.009061306,0.023216079,0.192635334
70mm_1_078,150,90,150,90,0.8,17.5,25,427.384,3.931169492,0.223953358,0.686465299,597.1229227,0.027708629,0.009198214,0.032497764,0.198396614
70mm_1_079,150,90,120,90,0.8,17.5,25,427.384,3.244637357,0.229412741,0.678822162,629.3916017,0.028384091,0.007591855,0.04178897,0.225119862
70mm_1_080,150,90,90,90,0.8,17.5,25,427.384,3.785610622,0.241276205,0.662213313,886.0087044,0.029851898,0.008857633,0.060355486,0.339869956
70mm_1_081,120,180,180,180,0.8,17.5,25,427.384,16.50138343,0.189929156,0.734099182,469.1076651,0.023498985,0.038610204,0.023220732,0.121828669
70mm_1_082,120,180,180,150,0.8,17.5,25,427.384,2.322265329,0.191541787,0.731841499,302.0249375,0.023698508,0.005433674,0.013927754,0.080697838
70mm_1_083,120,180,180,120,0.8,17.5,25,427.384,3.746481053,0.197001169,0.724198364,408.6510715,0.02437397,0.008766077,0.013928246,0.113685492
70mm_1_084,120,180,180,90,0.8,17.5,25,427.384,10.38048679,0.208864633,0.707589514,480.018672,0.025841777,0.024288431,0.013928853,0.142825443
70mm_1_085,120,180,150,180,0.8,17.5,25,427.384,29.08969964,0.191541786,0.7318415,447.300413,0.023698507,0.06806455,0.013928149,0.115943587
70mm_1_086,120,180,150,150,0.8,17.5,25,427.384,16.07891862,0.193154417,0.729583817,295.7242746,0.02389803,0.037621714,0.013930878,0.078420234
70mm_1_087,120,180,150,120,0.8,17.5,25,427.384,15.34167609,0.198613799,0.721940682,386.2409619,0.024573492,0.035896702,0.013929886,0.108516763
70mm_1_088,120,180,150,90,0.8,17.5,25,427.384,15.05962402,0.210477263,0.705331832,450.535305,0.026041299,0.035236752,0.013932346,0.135325859
70mm_1_089,120,180,120,180,0.8,17.5,25,427.384,23.24186249,0.197001169,0.724198363,397.2432428,0.02437397,0.054381686,0.032517733,0.109488984
70mm_1_090,120,180,120,150,0.8,17.5,25,427.384,7.386418266,0.1986138,0.72194068,277.683931,0.024573492,0.017282861,0.013930299,0.077770239
70mm_1_091,120,180,120,120,0.8,17.5,25,427.384,6.560393122,0.204073182,0.714297545,339.0106786,0.025248954,0.015350114,0.013929256,0.097589566
70mm_1_092,120,180,120,90,0.8,17.5,25,427.384,0.734955597,0.215936646,0.697688695,428.2986307,0.026716762,0.001719661,0.051051497,0.138622665
70mm_1_093,120,180,90,180,0.8,17.5,25,427.384,19.46774166,0.208864633,0.707589514,491.034305,0.025841777,0.045550937,0.023223322,0.145257866
70mm_1_094,120,180,90,150,0.8,17.5,25,427.384,6.974709429,0.210477264,0.705331831,385.3336971,0.026041299,0.016319538,0.013933212,0.115660954
70mm_1_095,120,180,90,120,0.8,17.5,25,427.384,7.042157462,0.215936646,0.697688696,479.2108394,0.026716762,0.016477354,0.060360752,0.156953915
70mm_1_096,120,180,90,90,0.8,17.5,25,427.384,3.977607328,0.22780011,0.681079846,674.2552694,0.028184569,0.00930687,0.013931719,0.228765913
70mm_1_097,120,150,180,150,0.8,17.5,25,427.384,2.288045119,0.193154417,0.729583817,299.0226952,0.02389803,0.005353605,0.013926505,0.079870468
70mm_1_098,120,150,180,120,0.8,17.5,25,427.384,0.920936873,0.198613799,0.721940682,349.7499024,0.024573492,0.002154823,0,0.097182233
70mm_1_099,120,150,180,90,0.8,17.5,25,427.384,0.927376268,0.210477263,0.705331832,439.3353963,0.026041299,0.00216989,0,0.130427219
70mm_1_100,120,150,150,150,0.8,17.5,25,427.384,2.38738241,0.194767047,0.727326134,295.545857,0.024097553,0.005586036,0.013928943,0.08105734
70mm_1_101,120,150,150,120,0.8,17.5,25,427.384,0.907761479,0.200226429,0.719682999,349.0891775,0.024773015,0.002123995,0,0.098092978
70mm_1_102,120,150,150,90,0.8,17.5,25,427.384,0.824517333,0.212089893,0.70307415,439.7673955,0.026240822,0.001929219,0.013928183,0.136461901
70mm_1_103,120,150,120,150,0.8,17.5,25,427.384,2.467797274,0.20022643,0.719682998,283.9366285,0.024773015,0.005774192,0.01392519,0.079862315
70mm_1_104,120,150,120,120,0.8,17.5,25,427.384,0.937890342,0.205685812,0.712039863,329.7880168,0.025448477,0.002194491,0,0.096217988
70mm_1_105,120,150,120,90,0.8,17.5,25,427.384,0.851925469,0.217549276,0.695431013,477.5043431,0.026916284,0.001993349,0.074319785,0.162890164
70mm_1_106,120,150,90,150,0.8,17.5,25,427.384,2.40737116,0.212089894,0.703074149,384.4513178,0.026240822,0.005632806,0.013927415,0.117235118
70mm_1_107,120,150,90,120,0.8,17.5,25,427.384,1.089025718,0.217549276,0.695431014,514.2287783,0.026916284,0.00254812,0.083549602,0.176774736
70mm_1_108,120,150,90,90,0.8,17.5,25,427.384,1.484287537,0.22941274,0.678822164,645.1843835,0.028384091,0.00347296,0.060402543,0.234420097
70mm_1_109,120,120,180,120,0.8,17.5,25,427.384,0.684299053,0.204073182,0.714297545,391.7345335,0.025248954,0.001601134,0.013928181,0.115168602
70mm_1_110,120,120,180,90,0.8,17.5,25,427.384,0.45206158,0.215936646,0.697688695,477.583444,0.026716762,0.001057741,0,0.149291579
70mm_1_111,120,120,150,120,0.8,17.5,25,427.384,0.702123531,0.205685812,0.712039863,383.7790749,0.025448477,0.00164284,0.013928807,0.114100537
70mm_1_112,120,120,150,90,0.8,17.5,25,427.384,0.45549732,0.217549276,0.695431013,458.636733,0.026916284,0.00106578,0,0.142884367
70mm_1_113,120,120,120,120,0.8,17.5,25,427.384,0.686945843,0.211145195,0.704396727,449.231595,0.026123939,0.001607327,0.013925702,0.138662931
70mm_1_114,120,120,120,90,0.8,17.5,25,427.384,0.448443774,0.223008659,0.687787877,369.6348185,0.027591746,0.001049276,0,0.121049068
70mm_1_115,120,120,90,120,0.8,17.5,25,427.384,0.695167001,0.223008659,0.687787877,599.274174,0.027591746,0.001626563,0.013927874,0.200241217
70mm_1_116,120,120,90,90,0.8,17.5,25,427.384,0.673133646,0.234872123,0.671179027,553.4101319,0.029059553,0.001575009,0.013928236,0.196701699
70mm_1_117,120,90,180,90,0.8,17.5,25,427.384,3.488232988,0.22780011,0.681079846,672.9147922,0.028184569,0.008161824,0.02320916,0.232985584
70mm_1_118,120,90,150,90,0.8,17.5,25,427.384,3.252506352,0.22941274,0.678822164,631.3861893,0.028384091,0.007610267,0.041763592,0.221665148
70mm_1_119,120,90,120,90,0.8,17.5,25,427.384,1.145269452,0.234872123,0.671179027,483.837118,0.029059553,0.00267972,0.092904282,0.186564255
70mm_1_120,120,90,90,90,0.8,17.5,25,427.384,1.342157568,0.246735587,0.654570178,587.4657802,0.030527361,0.003140402,0.130022049,0.253060571
70mm_1_121,90,180,180,180,0.8,17.5,25,427.384,16.48504026,0.20179262,0.717490332,591.4719825,0.024966792,0.038571964,0.013928533,0.169545834
70mm_1_122,90,180,180,150,0.8,17.5,25,427.384,2.054399415,0.203405251,0.715232649,476.8189422,0.025166315,0.004806917,0.013928413,0.136881686
70mm_1_123,90,180,180,120,0.8,17.5,25,427.384,3.734133929,0.208864633,0.707589514,537.4854593,0.025841777,0.008737187,0.013929279,0.16263611
70mm_1_124,90,180,180,90,0.8,17.5,25,427.384,2.069944226,0.220728097,0.690980664,754.6905498,0.027309584,0.004843289,0.013928858,0.241981723
70mm_1_125,90,180,150,180,0.8,17.5,25,427.384,28.93841126,0.20340525,0.71523265,577.3632308,0.025166315,0.067710563,0.013929074,0.166060061
70mm_1_126,90,180,150,150,0.8,17.5,25,427.384,15.83643547,0.205017881,0.712974967,443.4971923,0.025365837,0.037054348,0.013931664,0.130651266
70mm_1_127,90,180,150,120,0.8,17.5,25,427.384,15.39292499,0.210477263,0.705331832,506.2700077,0.026041299,0.036016615,0.013928478,0.152438627
