     Index              y_true              y_pred        descriptor_1
       422    0.4665084270E+00    0.5576716804E+00    0.9839431196E-03
       423    0.6775400100E+00    0.7166580805E+00    0.1260017059E-02
       424    0.5506786350E+00    0.6803147135E+00    0.1196908161E-02
       425    0.5915714550E+00    0.4426410269E+00    0.7841966907E-03
       426    0.7817802480E+00    0.7496854728E+00    0.1317367891E-02
       427    0.3457637110E+00    0.4102689104E+00    0.7279837206E-03
       428    0.2473766130E+00    0.4102689104E+00    0.7279837206E-03
       429    0.2539529610E+00    0.2921057403E+00    0.5227977938E-03
       430    0.6678415340E+00    0.6803147135E+00    0.1196908161E-02
       431    0.5419829040E+00    0.5170539097E+00    0.9134118794E-03
       432    0.6388734010E+00    0.6466734772E+00    0.1138491412E-02
       433    0.7224379950E+00    0.5529515692E+00    0.9757468230E-03
       434    0.4928403270E+00    0.5264731202E+00    0.9297679862E-03
       435    0.5902447520E+00    0.6803147135E+00    0.1196908161E-02
       436    0.9850821340E+00    0.7049524377E+00    0.1239690648E-02
       437    0.5166585830E+00    0.5079948269E+00    0.8976811208E-03
       438    0.5976337530E+00    0.5114879035E+00    0.9037467178E-03
       439    0.5578168780E+00    0.5900236844E+00    0.1040121165E-02
       440    0.6815901930E+00    0.6803147135E+00    0.1196908161E-02
       441    0.7069563810E+00    0.7166580805E+00    0.1260017059E-02
       442    0.7952926210E+00    0.7496854728E+00    0.1317367891E-02
       443    0.4300065890E+00    0.5264731202E+00    0.9297679862E-03
       444    0.5725126460E+00    0.5900236844E+00    0.1040121165E-02
       445    0.6042456460E+00    0.5838191731E+00    0.1029347263E-02
       446    0.6427922100E+00    0.7049524377E+00    0.1239690648E-02
       447    0.4632319500E+00    0.4962416487E+00    0.8772721663E-03
       448    0.4216368560E+00    0.3952003524E+00    0.7018177331E-03
       449    0.3639084270E+00    0.4426410269E+00    0.7841966907E-03
       450    0.3306635270E+00    0.3886804189E+00    0.6904961124E-03
       451    0.4768882500E+00    0.6309056162E+00    0.1111111111E-02
       452    0.4073763920E+00    0.5264731202E+00    0.9297679862E-03
       453    0.7181006690E+00    0.7049524377E+00    0.1239690648E-02
       454    0.5612244590E+00    0.5600228962E+00    0.9880259179E-03
       455    0.5588449750E+00    0.4880917319E+00    0.8631201405E-03
       456    0.2189046940E+00    0.2921057403E+00    0.5227977938E-03
       457    0.6430219210E+00    0.5264731202E+00    0.9297679862E-03
       458    0.6019559120E+00    0.5931763138E+00    0.1045595588E-02
       459    0.3690466790E+00    0.3481281052E+00    0.6200785359E-03
       460    0.3569233100E+00    0.3419015574E+00    0.6092663684E-03
       461    0.7636746440E+00    0.7896865236E+00    0.1386828220E-02
       462    0.7880023690E+00    0.6803147135E+00    0.1196908161E-02
       463    0.2361932070E+00    0.3523198550E+00    0.6273573526E-03
       464    0.4806319520E+00    0.6646438094E+00    0.1169696222E-02
       465    0.4396184710E+00    0.5900236844E+00    0.1040121165E-02
       466    0.7654183610E+00    0.7049524377E+00    0.1239690648E-02
       467    0.3745392490E+00    0.3952003524E+00    0.7018177331E-03
       468    0.6815650170E+00    0.6537772535E+00    0.1150826854E-02
       469    0.5689576770E+00    0.3224062103E+00    0.5754134270E-03
       470    0.7878596890E+00    0.7896865236E+00    0.1386828220E-02
       471    0.6336427710E+00    0.3713691680E+00    0.6604357725E-03
       472    0.9850334860E+00    0.7896865236E+00    0.1386828220E-02
       473    0.6787360340E+00    0.4996940675E+00    0.8832671625E-03
       474    0.3708433770E+00    0.4426410269E+00    0.7841966907E-03
       475    0.4991749490E+00    0.6309056162E+00    0.1111111111E-02
       476    0.5963232900E+00    0.6537772535E+00    0.1150826854E-02
       477    0.4571053730E+00    0.6646438094E+00    0.1169696222E-02
       478    0.6068343790E+00    0.5264731202E+00    0.9297679862E-03
       479    0.6908788400E+00    0.7896865236E+00    0.1386828220E-02
       480    0.5278028940E+00    0.5600228962E+00    0.9880259179E-03
       481    0.6414624310E+00    0.6396720543E+00    0.1126333703E-02
       482    0.3330392780E+00    0.4775128325E+00    0.8447502772E-03
       483    0.7092152000E+00    0.6396720543E+00    0.1126333703E-02
       484    0.3841804010E+00    0.3729862122E+00    0.6632437093E-03
       485    0.7495037620E+00    0.6803147135E+00    0.1196908161E-02
       486    0.5047923680E+00    0.5500134915E+00    0.9706449608E-03
       487    0.4936114880E+00    0.6396720543E+00    0.1126333703E-02
       488    0.4111461690E+00    0.4775128325E+00    0.8447502772E-03
       489    0.6865487870E+00    0.5969945872E+00    0.1052225877E-02
       490    0.2780699150E+00    0.3749574366E+00    0.6666666667E-03
       491    0.4111000340E+00    0.3802172994E+00    0.6758002217E-03
       492    0.5508109110E+00    0.5352523519E+00    0.9450127939E-03
       493    0.5011477920E+00    0.5264731202E+00    0.9297679862E-03
       494    0.7029433910E+00    0.5600228962E+00    0.9880259179E-03
       495    0.3231950140E+00    0.4880917319E+00    0.8631201405E-03
       496    0.6243150720E+00    0.4793931698E+00    0.8480154126E-03
       497    0.6265953800E+00    0.3523198550E+00    0.6273573526E-03
       498    0.6709903370E+00    0.3479938025E+00    0.6198453242E-03
       499    0.3927624880E+00    0.4193855296E+00    0.7438143890E-03
       500    0.6782530740E+00    0.6803147135E+00    0.1196908161E-02
       501    0.4860398940E+00    0.5352523519E+00    0.9450127939E-03
       502    0.6659109950E+00    0.6537772535E+00    0.1150826854E-02
       503    0.7787234180E+00    0.7496854728E+00    0.1317367891E-02
       504    0.5180262570E+00    0.6309056162E+00    0.1111111111E-02
       505    0.4598984480E+00    0.5931763138E+00    0.1045595588E-02
       506    0.4586367330E+00    0.4880917319E+00    0.8631201405E-03
       507    0.3437041930E+00    0.4102689104E+00    0.7279837206E-03
       508    0.8104718820E+00    0.7896865236E+00    0.1386828220E-02
       509    0.6572748860E+00    0.6396720543E+00    0.1126333703E-02
       510    0.4543094130E+00    0.4775128325E+00    0.8447502772E-03
       511    0.5874552930E+00    0.7896865236E+00    0.1386828220E-02
       512    0.4397984720E+00    0.4962416487E+00    0.8772721663E-03
       513    0.8161643270E+00    0.7896865236E+00    0.1386828220E-02
       514    0.5735261930E+00    0.5931763138E+00    0.1045595588E-02
       515    0.5576722840E+00    0.5576716804E+00    0.9839431196E-03
       516    0.2920965440E+00    0.3153536106E+00    0.5631668514E-03
       517    0.7671122620E+00    0.7049524377E+00    0.1239690648E-02
       518    0.4958027560E+00    0.5600228962E+00    0.9880259179E-03
       519    0.3848035140E+00    0.4462253504E+00    0.7904207343E-03
       520    0.4011887820E+00    0.5500134915E+00    0.9706449608E-03
       521    0.2290463710E+00    0.3523198550E+00    0.6273573526E-03
       522    0.8107378090E+00    0.7896865236E+00    0.1386828220E-02
       523    0.2469811390E+00    0.3224062103E+00    0.5754134270E-03
       524    0.7554279770E+00    0.6537772535E+00    0.1150826854E-02
       525    0.6391494550E+00    0.7896865236E+00    0.1386828220E-02
       526    0.2611751580E+00    0.3802172994E+00    0.6758002217E-03
       527    0.4282986310E+00    0.4880917319E+00    0.8631201405E-03
       528    0.2828643030E+00    0.4102689104E+00    0.7279837206E-03
       529    0.5037854210E+00    0.5264731202E+00    0.9297679862E-03
       530    0.4549058720E+00    0.4881548175E+00    0.8632296863E-03
       531    0.4223708320E+00    0.4426410269E+00    0.7841966907E-03
       532    0.6541638280E+00    0.6396720543E+00    0.1126333703E-02
       533    0.6642675790E+00    0.6537772535E+00    0.1150826854E-02
       534    0.4236270440E+00    0.4193855296E+00    0.7438143890E-03
       535    0.3450450420E+00    0.4426410269E+00    0.7841966907E-03
       536    0.5231800690E+00    0.6646438094E+00    0.1169696222E-02
       537    0.4364873120E+00    0.5931763138E+00    0.1045595588E-02
       538    0.7101664830E+00    0.5931763138E+00    0.1045595588E-02
       539    0.4671918640E+00    0.4231535513E+00    0.7503574179E-03
       540    0.7094748580E+00    0.5391921088E+00    0.9518540345E-03
       541    0.7672629490E+00    0.7049524377E+00    0.1239690648E-02
       542    0.4357154050E+00    0.3578365026E+00    0.6369368049E-03
       543    0.5813088080E+00    0.6537772535E+00    0.1150826854E-02
       544    0.7846928120E+00    0.7049524377E+00    0.1239690648E-02
       545    0.4272021770E+00    0.4264089149E+00    0.7560102351E-03
       546    0.5733632320E+00    0.7049524377E+00    0.1239690648E-02
       547    0.4144068920E+00    0.5500134915E+00    0.9706449608E-03
       548    0.8268032590E+00    0.6396720543E+00    0.1126333703E-02
       549    0.8428921020E+00    0.7049524377E+00    0.1239690648E-02
       550    0.5686873100E+00    0.5931763138E+00    0.1045595588E-02
       551    0.8728321590E+00    0.6396720543E+00    0.1126333703E-02
       552    0.3227341520E+00    0.4046028949E+00    0.7181448967E-03
       553    0.4775834440E+00    0.4880917319E+00    0.8631201405E-03
       554    0.7290478220E+00    0.7896865236E+00    0.1386828220E-02
       555    0.4518642900E+00    0.4775128325E+00    0.8447502772E-03
       556    0.6187925450E+00    0.6249251690E+00    0.1100726288E-02
       557    0.5573167490E+00    0.6803147135E+00    0.1196908161E-02
       558    0.7159290530E+00    0.5900236844E+00    0.1040121165E-02
       559    0.4317949780E+00    0.4702259809E+00    0.8320969319E-03
       560    0.4757841850E+00    0.5079948269E+00    0.8976811208E-03
       561    0.5322377370E+00    0.5500134915E+00    0.9706449608E-03
       562    0.5171718200E+00    0.5264731202E+00    0.9297679862E-03
       563    0.5621219000E+00    0.4160125521E+00    0.7379573397E-03
       564    0.7977423500E+00    0.7896865236E+00    0.1386828220E-02
       565    0.8196901480E+00    0.7166580805E+00    0.1260017059E-02
       566    0.7789505630E+00    0.7496854728E+00    0.1317367891E-02
       567    0.4167916660E+00    0.4709380040E+00    0.8333333333E-03
       568    0.4844105640E+00    0.4913187088E+00    0.8687236653E-03
       569    0.7142769220E+00    0.5931763138E+00    0.1045595588E-02
       570    0.8092706350E+00    0.7896865236E+00    0.1386828220E-02
       571    0.7748604570E+00    0.7496854728E+00    0.1317367891E-02
       572    0.5207063500E+00    0.5170539097E+00    0.9134118794E-03
       573    0.2829271430E+00    0.3153536106E+00    0.5631668514E-03
       574    0.4449043900E+00    0.4709380040E+00    0.8333333333E-03
       575    0.6745812640E+00    0.5264731202E+00    0.9297679862E-03
       576    0.6549211090E+00    0.7049524377E+00    0.1239690648E-02
       577    0.6492525770E+00    0.7896865236E+00    0.1386828220E-02
       578    0.3765061250E+00    0.3703603198E+00    0.6586839453E-03
       579    0.6052378560E+00    0.5352523519E+00    0.9450127939E-03
       580    0.4013375290E+00    0.4426410269E+00    0.7841966907E-03
       581    0.5783832290E+00    0.6309056162E+00    0.1111111111E-02
       582    0.4488286310E+00    0.3938602760E+00    0.6994907406E-03
       583    0.5647394220E+00    0.3855492240E+00    0.6850589095E-03
       584    0.7908041120E+00    0.7896865236E+00    0.1386828220E-02
       585    0.9055758530E+00    0.7049524377E+00    0.1239690648E-02
       586    0.7376725570E+00    0.7496854728E+00    0.1317367891E-02
       587    0.3477560730E+00    0.5500134915E+00    0.9706449608E-03
       588    0.4473986390E+00    0.5500134915E+00    0.9706449608E-03
       589    0.3691704340E+00    0.4193855296E+00    0.7438143890E-03
       590    0.4404359280E+00    0.5500134915E+00    0.9706449608E-03
       591    0.5289733400E+00    0.5500134915E+00    0.9706449608E-03
       592    0.3884827340E+00    0.5079948269E+00    0.8976811208E-03
       593    0.5068093510E+00    0.4676080086E+00    0.8275509208E-03
       594    0.4164199750E+00    0.4702259809E+00    0.8320969319E-03
       595    0.3996587750E+00    0.4702259809E+00    0.8320969319E-03
       596    0.7402253240E+00    0.5854173578E+00    0.1032122451E-02
       597    0.3839040790E+00    0.5500134915E+00    0.9706449608E-03
       598    0.6110971010E+00    0.6537772535E+00    0.1150826854E-02
       599    0.4958531130E+00    0.4834888129E+00    0.8551273438E-03
       600    0.4167953750E+00    0.4962416487E+00    0.8772721663E-03
       601    0.3014946840E+00    0.4193855296E+00    0.7438143890E-03
       602    0.5273376310E+00    0.5628237213E+00    0.9928894459E-03
       603    0.5635119080E+00    0.5523581377E+00    0.9747163513E-03
       604    0.3493861390E+00    0.4046028949E+00    0.7181448967E-03
       605    0.5199355790E+00    0.4426410269E+00    0.7841966907E-03
       606    0.2552171290E+00    0.4102689104E+00    0.7279837206E-03
       607    0.4927216700E+00    0.5931763138E+00    0.1045595588E-02
       608    0.4586986050E+00    0.5900236844E+00    0.1040121165E-02
       609    0.2807984670E+00    0.3886804189E+00    0.6904961124E-03
       610    0.4743853720E+00    0.4160125521E+00    0.7379573397E-03
       611    0.6152455960E+00    0.7896865236E+00    0.1386828220E-02
       612    0.6005408010E+00    0.3886804189E+00    0.6904961124E-03
       613    0.6240459520E+00    0.5093972998E+00    0.9001164626E-03
       614    0.5391044760E+00    0.5931763138E+00    0.1045595588E-02
       615    0.4903905080E+00    0.5931763138E+00    0.1045595588E-02
       616    0.5518305870E+00    0.5600228962E+00    0.9880259179E-03
       617    0.5399518290E+00    0.5352523519E+00    0.9450127939E-03
       618    0.7483590620E+00    0.7049524377E+00    0.1239690648E-02
       619    0.3271198940E+00    0.4709380040E+00    0.8333333333E-03
       620    0.3956761130E+00    0.4859053765E+00    0.8593236162E-03
       621    0.4912332550E+00    0.4499332006E+00    0.7968592777E-03
       622    0.4734887670E+00    0.5264731202E+00    0.9297679862E-03
       623    0.3793645860E+00    0.3886804189E+00    0.6904961124E-03
       624    0.5884242750E+00    0.6803147135E+00    0.1196908161E-02
       625    0.8199231970E+00    0.7496854728E+00    0.1317367891E-02
       626    0.8865248360E+00    0.6803147135E+00    0.1196908161E-02
       627    0.5318406410E+00    0.5352523519E+00    0.9450127939E-03
       628    0.4592385180E+00    0.4766020641E+00    0.8431687619E-03
       629    0.7797259900E+00    0.7896865236E+00    0.1386828220E-02
       630    0.4581788080E+00    0.4264089149E+00    0.7560102351E-03
       631    0.3080214850E+00    0.3886804189E+00    0.6904961124E-03
       632    0.4469818010E+00    0.5264731202E+00    0.9297679862E-03
       633    0.4654878410E+00    0.4984613738E+00    0.8811266359E-03
       634    0.3936822560E+00    0.4091554044E+00    0.7260501592E-03
       635    0.5152444150E+00    0.5931763138E+00    0.1045595588E-02
       636    0.3671171230E+00    0.4709380040E+00    0.8333333333E-03
       637    0.3667220060E+00    0.3523198550E+00    0.6273573526E-03
       638    0.3853336970E+00    0.5500134915E+00    0.9706449608E-03
       639    0.3168331150E+00    0.4426410269E+00    0.7841966907E-03
       640    0.4734456830E+00    0.4264089149E+00    0.7560102351E-03
       641    0.5041675550E+00    0.3523198550E+00    0.6273573526E-03
       642    0.5098980730E+00    0.5264731202E+00    0.9297679862E-03
       643    0.4330266100E+00    0.4046028949E+00    0.7181448967E-03
       644    0.3272126030E+00    0.4709380040E+00    0.8333333333E-03
       645    0.4685676020E+00    0.4888812327E+00    0.8644910792E-03
       646    0.3916118110E+00    0.4426410269E+00    0.7841966907E-03
       647    0.7435892160E+00    0.6803147135E+00    0.1196908161E-02
       648    0.8004489240E+00    0.5264731202E+00    0.9297679862E-03
       649    0.4643810070E+00    0.5079948269E+00    0.8976811208E-03
       650    0.5641121400E+00    0.5352523519E+00    0.9450127939E-03
       651    0.8510934410E+00    0.7896865236E+00    0.1386828220E-02
       652    0.3011407320E+00    0.3886804189E+00    0.6904961124E-03
       653    0.5841380180E+00    0.5600228962E+00    0.9880259179E-03
       654    0.7845780630E+00    0.7496854728E+00    0.1317367891E-02
       655    0.4972954480E+00    0.4193855296E+00    0.7438143890E-03
       656    0.6514639370E+00    0.5900236844E+00    0.1040121165E-02
       657    0.5239394090E+00    0.5193036236E+00    0.9173184234E-03
       658    0.6102831540E+00    0.5931763138E+00    0.1045595588E-02
       659    0.5000657410E+00    0.5931763138E+00    0.1045595588E-02
       660    0.7116528560E+00    0.7166580805E+00    0.1260017059E-02
       661    0.5426185840E+00    0.6646438094E+00    0.1169696222E-02
       662    0.6520123760E+00    0.5600228962E+00    0.9880259179E-03
       663    0.6595290850E+00    0.6396720543E+00    0.1126333703E-02
       664    0.5221809100E+00    0.4880917319E+00    0.8631201405E-03
       665    0.7195919850E+00    0.7496854728E+00    0.1317367891E-02
       666    0.4267127800E+00    0.4775128325E+00    0.8447502772E-03
       667    0.3187231520E+00    0.3523198550E+00    0.6273573526E-03
       668    0.5951383740E+00    0.4664526683E+00    0.8255447157E-03
       669    0.5908459740E+00    0.6396720543E+00    0.1126333703E-02
       670    0.5666903950E+00    0.5900236844E+00    0.1040121165E-02
       671    0.5656602160E+00    0.4869664212E+00    0.8611660806E-03
       672    0.5066365880E+00    0.5352523519E+00    0.9450127939E-03
       673    0.5513043780E+00    0.6309056162E+00    0.1111111111E-02
       674    0.5120300360E+00    0.4816777894E+00    0.8519825692E-03
       675    0.5417097670E+00    0.5264731202E+00    0.9297679862E-03
       676    0.8110085950E+00    0.7496854728E+00    0.1317367891E-02
       677    0.3025437520E+00    0.4426410269E+00    0.7841966907E-03
       678    0.3230256960E+00    0.3356749403E+00    0.5984540806E-03
       679    0.4094186400E+00    0.4775128325E+00    0.8447502772E-03
       680    0.3695628360E+00    0.4775128325E+00    0.8447502772E-03
       681    0.3612155430E+00    0.4264089149E+00    0.7560102351E-03
       682    0.5313383660E+00    0.5900236844E+00    0.1040121165E-02
       683    0.5037951450E+00    0.5576716804E+00    0.9839431196E-03
       684    0.7299755430E+00    0.6255712526E+00    0.1101848188E-02
       685    0.8087415270E+00    0.7496854728E+00    0.1317367891E-02
       686    0.7283109650E+00    0.7496854728E+00    0.1317367891E-02
       687    0.7159491480E+00    0.4880917319E+00    0.8631201405E-03
       688    0.5061791300E+00    0.4573080512E+00    0.8096654300E-03
       689    0.4120833650E+00    0.4709380040E+00    0.8333333333E-03
       690    0.5886634100E+00    0.6396720543E+00    0.1126333703E-02
       691    0.3369227350E+00    0.4193855296E+00    0.7438143890E-03
       692    0.3888768520E+00    0.3703603198E+00    0.6586839453E-03
       693    0.4485518160E+00    0.5010285808E+00    0.8855844949E-03
       694    0.4507542110E+00    0.4046028949E+00    0.7181448967E-03
       695    0.3587090030E+00    0.3855492240E+00    0.6850589095E-03
       696    0.6067775740E+00    0.5900236844E+00    0.1040121165E-02
       697    0.4545154380E+00    0.6646438094E+00    0.1169696222E-02
       698    0.6961243400E+00    0.6537772535E+00    0.1150826854E-02
       699    0.3910750380E+00    0.4962416487E+00    0.8772721663E-03
       700    0.2866108170E+00    0.3523198550E+00    0.6273573526E-03
       701    0.5330541790E+00    0.6249251690E+00    0.1100726288E-02
       702    0.4343625560E+00    0.5500134915E+00    0.9706449608E-03
       703    0.9850063480E+00    0.5931763138E+00    0.1045595588E-02
       704    0.3943363590E+00    0.4426410269E+00    0.7841966907E-03
       705    0.6845102450E+00    0.7049524377E+00    0.1239690648E-02
       706    0.6170599680E+00    0.7049524377E+00    0.1239690648E-02
       707    0.7289595510E+00    0.6937975940E+00    0.1220320679E-02
       708    0.2791008500E+00    0.3224062103E+00    0.5754134270E-03
       709    0.3367455700E+00    0.4426410269E+00    0.7841966907E-03
       710    0.7735782550E+00    0.7049524377E+00    0.1239690648E-02
       711    0.6925552060E+00    0.5264731202E+00    0.9297679862E-03
       712    0.3611107330E+00    0.4709380040E+00    0.8333333333E-03
       713    0.7402177620E+00    0.7896865236E+00    0.1386828220E-02
       714    0.4281835120E+00    0.4193855296E+00    0.7438143890E-03
       715    0.5169061240E+00    0.4928014419E+00    0.8712983758E-03
       716    0.9777820100E+00    0.6646438094E+00    0.1169696222E-02
       717    0.5059366560E+00    0.3903608453E+00    0.6934141099E-03
       718    0.5978698430E+00    0.7049524377E+00    0.1239690648E-02
       719    0.5410291910E+00    0.4897390870E+00    0.8659807110E-03
       720    0.7397747470E+00    0.5264731202E+00    0.9297679862E-03
       721    0.3772360890E+00    0.3356749403E+00    0.5984540806E-03
       722    0.7727000390E+00    0.6396720543E+00    0.1126333703E-02
       723    0.4607276050E+00    0.6396720543E+00    0.1126333703E-02
       724    0.4334944020E+00    0.5264731202E+00    0.9297679862E-03
       725    0.6124075340E+00    0.5900236844E+00    0.1040121165E-02
       726    0.5868700280E+00    0.5600228962E+00    0.9880259179E-03
       727    0.4397290130E+00    0.4426410269E+00    0.7841966907E-03
       728    0.2755822060E+00    0.3886804189E+00    0.6904961124E-03
       729    0.4842245620E+00    0.6646438094E+00    0.1169696222E-02
       730    0.6043294870E+00    0.6184368122E+00    0.1089459499E-02
       731    0.5675875690E+00    0.5931763138E+00    0.1045595588E-02
       732    0.7243299940E+00    0.5931763138E+00    0.1045595588E-02
       733    0.3624869240E+00    0.3144452261E+00    0.5615894757E-03
       734    0.8145952820E+00    0.7049524377E+00    0.1239690648E-02
       735    0.8550846930E+00    0.7496854728E+00    0.1317367891E-02
       736    0.3544514680E+00    0.5500134915E+00    0.9706449608E-03
       737    0.4470593240E+00    0.5079948269E+00    0.8976811208E-03
       738    0.5419063290E+00    0.6396720543E+00    0.1126333703E-02
       739    0.3215511170E+00    0.4046028949E+00    0.7181448967E-03
       740    0.6925329550E+00    0.5934918536E+00    0.1046143511E-02
       741    0.4858589280E+00    0.5600228962E+00    0.9880259179E-03
       742    0.3408844970E+00    0.4046028949E+00    0.7181448967E-03
       743    0.6590869790E+00    0.5149594628E+00    0.9097749507E-03
       744    0.8395387850E+00    0.7896865236E+00    0.1386828220E-02
       745    0.8649717260E+00    0.6396720543E+00    0.1126333703E-02
       746    0.5545114050E+00    0.5352523519E+00    0.9450127939E-03
       747    0.2203900240E+00    0.2705243293E+00    0.4853224804E-03
       748    0.4713536090E+00    0.5600228962E+00    0.9880259179E-03
       749    0.4597862570E+00    0.6537772535E+00    0.1150826854E-02
       750    0.5855649860E+00    0.6537772535E+00    0.1150826854E-02
       751    0.7087583440E+00    0.7049524377E+00    0.1239690648E-02
       752    0.5029522700E+00    0.6309056162E+00    0.1111111111E-02
       753    0.6592086990E+00    0.7166580805E+00    0.1260017059E-02
       754    0.5628631620E+00    0.6803147135E+00    0.1196908161E-02
       755    0.7258535220E+00    0.5900236844E+00    0.1040121165E-02
       756    0.3571799990E+00    0.4264089149E+00    0.7560102351E-03
       757    0.4383288520E+00    0.5931763138E+00    0.1045595588E-02
       758    0.4752090380E+00    0.4704164996E+00    0.8324277605E-03
       759    0.5930609880E+00    0.5600228962E+00    0.9880259179E-03
       760    0.3573707780E+00    0.3702767143E+00    0.6585387675E-03
       761    0.2024909600E+00    0.3523198550E+00    0.6273573526E-03
       762    0.7519125930E+00    0.7049524377E+00    0.1239690648E-02
       763    0.3593827780E+00    0.3855492240E+00    0.6850589095E-03
       764    0.7320011320E+00    0.4702259809E+00    0.8320969319E-03
       765    0.6464084920E+00    0.5802269443E+00    0.1023109492E-02
       766    0.3805371310E+00    0.4426410269E+00    0.7841966907E-03
       767    0.5260775950E+00    0.5243870968E+00    0.9261456846E-03
       768    0.5410958270E+00    0.5352523519E+00    0.9450127939E-03
       769    0.6727924870E+00    0.5079948269E+00    0.8976811208E-03
       770    0.4967545440E+00    0.4880917319E+00    0.8631201405E-03
       771    0.4420381920E+00    0.5264731202E+00    0.9297679862E-03
       772    0.4418992860E+00    0.5352523519E+00    0.9450127939E-03
       773    0.4941321250E+00    0.5352523519E+00    0.9450127939E-03
       774    0.8948227000E+00    0.6537772535E+00    0.1150826854E-02
       775    0.2123727650E+00    0.3264221617E+00    0.5823869765E-03
       776    0.5086980670E+00    0.5524657827E+00    0.9749032728E-03
       777    0.4411528490E+00    0.5352523519E+00    0.9450127939E-03
       778    0.4243108740E+00    0.5079948269E+00    0.8976811208E-03
       779    0.6458176260E+00    0.5500134915E+00    0.9706449608E-03
       780    0.2650630110E+00    0.3523198550E+00    0.6273573526E-03
       781    0.3788017880E+00    0.4264089149E+00    0.7560102351E-03
       782    0.4158059670E+00    0.3356749403E+00    0.5984540806E-03
       783    0.5275247120E+00    0.6396720543E+00    0.1126333703E-02
       784    0.5323272810E+00    0.5079948269E+00    0.8976811208E-03
       785    0.8857202830E+00    0.7496854728E+00    0.1317367891E-02
       786    0.2237215490E+00    0.3523198550E+00    0.6273573526E-03
       787    0.4451981170E+00    0.3538466236E+00    0.6300085293E-03
       788    0.3335039140E+00    0.3952003524E+00    0.7018177331E-03
       789    0.5269602180E+00    0.6803147135E+00    0.1196908161E-02
       790    0.4134298970E+00    0.4875220389E+00    0.8621308899E-03
       791    0.4717367350E+00    0.4704152510E+00    0.8324255923E-03
       792    0.2075450870E+00    0.3264221617E+00    0.5823869765E-03
       793    0.6460384090E+00    0.6335607105E+00    0.1115721583E-02
       794    0.1096051007E+01    0.6309056162E+00    0.1111111111E-02
       795    0.4294751390E+00    0.5264731202E+00    0.9297679862E-03
       796    0.8687958580E+00    0.7896865236E+00    0.1386828220E-02
       797    0.6131140910E+00    0.7166580805E+00    0.1260017059E-02
       798    0.7234676940E+00    0.3886804189E+00    0.6904961124E-03
       799    0.6671830510E+00    0.6803147135E+00    0.1196908161E-02
       800    0.6040900850E+00    0.5665772180E+00    0.9994072527E-03
       801    0.4807036260E+00    0.5079948269E+00    0.8976811208E-03
       802    0.7944560750E+00    0.7496854728E+00    0.1317367891E-02
       803    0.8114084010E+00    0.7896865236E+00    0.1386828220E-02
       804    0.8752818030E+00    0.6537772535E+00    0.1150826854E-02
       805    0.1024376895E+01    0.6537772535E+00    0.1150826854E-02
       806    0.5946005200E+00    0.5719626166E+00    0.1008758796E-02
       807    0.4082432300E+00    0.4426410269E+00    0.7841966907E-03
       808    0.6362308250E+00    0.6537772535E+00    0.1150826854E-02
       809    0.3497499020E+00    0.4426410269E+00    0.7841966907E-03
       810    0.3673721390E+00    0.4193855296E+00    0.7438143890E-03
       811    0.3383523650E+00    0.3307203840E+00    0.5898506788E-03
       812    0.7648040420E+00    0.6342688755E+00    0.1116951285E-02
       813    0.5526486660E+00    0.7166580805E+00    0.1260017059E-02
       814    0.6091210470E+00    0.5167568550E+00    0.9128960551E-03
       815    0.4809219610E+00    0.5352523519E+00    0.9450127939E-03
       816    0.3638735070E+00    0.4426410269E+00    0.7841966907E-03
       817    0.3185155940E+00    0.4426410269E+00    0.7841966907E-03
       818    0.4596512320E+00    0.4962416487E+00    0.8772721663E-03
       819    0.7179250170E+00    0.4426410269E+00    0.7841966907E-03
       820    0.8364100310E+00    0.7049524377E+00    0.1239690648E-02
       821    0.5290400360E+00    0.5576716804E+00    0.9839431196E-03
       822    0.5638855790E+00    0.5900236844E+00    0.1040121165E-02
       823    0.5700273050E+00    0.5931763138E+00    0.1045595588E-02
       824    0.7247265370E+00    0.6537772535E+00    0.1150826854E-02
       825    0.6708498150E+00    0.6396720543E+00    0.1126333703E-02
       826    0.6041201420E+00    0.7049524377E+00    0.1239690648E-02
       827    0.3897213110E+00    0.5079948269E+00    0.8976811208E-03
       828    0.4151704880E+00    0.3886804189E+00    0.6904961124E-03
       829    0.3376816070E+00    0.4426410269E+00    0.7841966907E-03
       830    0.3238083780E+00    0.3479938025E+00    0.6198453242E-03
       831    0.6767850300E+00    0.6970781495E+00    0.1226017241E-02
       832    0.5484651600E+00    0.5600228962E+00    0.9880259179E-03
       833    0.3598453610E+00    0.4264089149E+00    0.7560102351E-03
       834    0.6241960930E+00    0.7166580805E+00    0.1260017059E-02
       835    0.4645376330E+00    0.5931763138E+00    0.1045595588E-02
       836    0.5057110660E+00    0.5079948269E+00    0.8976811208E-03
       837    0.5003336390E+00    0.5500134915E+00    0.9706449608E-03
       838    0.5750464720E+00    0.5264731202E+00    0.9297679862E-03
       839    0.5739604180E+00    0.6646438094E+00    0.1169696222E-02
       840    0.4492315950E+00    0.4426410269E+00    0.7841966907E-03
       841    0.9231463060E+00    0.7896865236E+00    0.1386828220E-02
       842    0.3567448050E+00    0.5931763138E+00    0.1045595588E-02
       843    0.4802354190E+00    0.5619578971E+00    0.9913859746E-03
       844    0.4730327110E+00    0.5931763138E+00    0.1045595588E-02
